,src,rel,tgt,time,text
303,India,"Arrest, detain, or charge with legal action",Criminal (India),2015-12-31,"NEW DELHI, Jan. 1 -- A 30-year-old Mewati criminal, who was wanted in a sensational kidnapping case in Delhi, was nabbed from Mathura following a 30-minute gun battle with some villagers on Thursday afternoon."
304,India,"Arrest, detain, or charge with legal action",Criminal (India),2015-12-31,"BERHAMPUR,OTHER STATES Ten members of an inter-State gang, which was involved in cases of cheating and dacoity, were arrested in Rayagada district of south Odisha."
305,India,"Arrest, detain, or charge with legal action",Men (India),2015-12-31,New Delhi: Three men were arrested for sexually assaulting two women and beating up the husband of one of the victims on Thursday morning in south Delhi's BRT area near Malviya Nagar.
306,Pakistan,Consult,India,2015-12-31,"After months of disruptions, New Delhi will host a meeting of the transport secretaries of India and Pakistan."
307,Business (India),Consult,India,2015-12-31,"Speaking to The Hindu , B. Rohini Ramdas, Additional Collector and Project Officer of District Rural Development Agency (DRDA), Madurai, said that with the declaration of 100 panchayats as ODF, nearly one-fourth of the 420 panchayats would have become ODF."
308,India,Consult,Asiya Andrabi,2015-12-31,"Singh was asked about claims by the three youths who were arrested on December 27 following their detention by police last week from Nagpur airport before they were to leave for Srinagar to meet Andrabi, chief of radical outfit Dukhtaran-e- Millat."
309,India,Consult,Hindu (India),2015-12-31,"Speaking to The Hindu , B. Rohini Ramdas, Additional Collector and Project Officer of District Rural Development Agency (DRDA), Madurai, said that with the declaration of 100 panchayats as ODF, nearly one-fourth of the 420 panchayats would have become ODF."
310,Najeeb Jung,Consult,India,2015-12-31,"NATIONAL Delhi Chief Minister Arvind Kejriwal , spoke to Josy Joseph and Nistula Hebbar on his recent face-off with the Centre and the Odd-Even scheme…."
311,India,Consult,Najeeb Jung,2015-12-31,"NATIONAL Delhi Chief Minister Arvind Kejriwal , spoke to Josy Joseph and Nistula Hebbar on his recent face-off with the Centre and the Odd-Even scheme…."
312,Hindu (India),Consult,India,2015-12-31,"Speaking to The Hindu , B. Rohini Ramdas, Additional Collector and Project Officer of District Rural Development Agency (DRDA), Madurai, said that with the declaration of 100 panchayats as ODF, nearly one-fourth of the 420 panchayats would have become ODF."
313,Asiya Andrabi,Consult,India,2015-12-31,"Singh was asked about claims by the three youths who were arrested on December 27 following their detention by police last week from Nagpur airport before they were to leave for Srinagar to meet Andrabi, chief of radical outfit Dukhtaran-e- Millat."
314,India,Consult,Italy,2015-12-31,"The deal New Delhi and Rome are negotiating will require each to agree to key requests of the other, over a case that is both emotionally and politically sensitive in both countries, three senior officials told The Telegraph."
315,India,Consult,Pakistan,2015-12-31,"After months of disruptions, New Delhi will host a meeting of the transport secretaries of India and Pakistan."
316,India,Consult,Business (India),2015-12-31,"Speaking to The Hindu , B. Rohini Ramdas, Additional Collector and Project Officer of District Rural Development Agency (DRDA), Madurai, said that with the declaration of 100 panchayats as ODF, nearly one-fourth of the 420 panchayats would have become ODF."
317,India,Accuse,Marine Corp (Italy),2015-12-31,"New Delhi, December 31 - India and Italy are reportedly in secret talks to draw up a 'road map' to end diplomatic tension over the case of two Italian marines accused by New Delhi of killing two Indian fishermen during an anti-piracy mission in 2012, the Calcutta local paper The Telegraph reported on Thursday."
318,India,Engage in negotiation,Italy,2015-12-31,New Delhi: India is secretly negotiating a 'road map' with Italy to end four years of bitter diplomatic battles riddled with betrayals and threats over the arrest of two Italian marines.
319,Italy,Engage in negotiation,India,2015-12-31,New Delhi: India is secretly negotiating a 'road map' with Italy to end four years of bitter diplomatic battles riddled with betrayals and threats over the arrest of two Italian marines.
320,India,Engage in negotiation,China,2015-12-31,India and China have so far held 18 round of talks to resolve the dispute along the 3488 km-long border.
321,Arvind Kejriwal,Make statement,India,2015-12-31,"NEW DELHI: In a fresh confrontation with the Central government, Delhi chief minister Arvind Kejriwal on Thursday slammed PM Narendra Modi and said that the Delhi, Andaman and Nicobar Islands Civil Services (DANICS)and Indian Administrative Service associations in Delhi have become full-fledged B-teams of the BJP."
322,Bharatiya Janata,Make statement,India,2015-12-31,NEW DELHI: BJP on Wednesday termed the Mamata Banerjee government as an extension of the Left Front's 34-year 'misrule' and said West Bengal was only witnessing growth of 'bomb-making' industry and the 'syndicates' run by supporters of the ruling Trinamool Congress.
323,Bharatiya Janata,Make statement,India,2015-12-31,"At the party briefing, BJP secretary Sidharth Nath Singh, however, refrained from replying to the charges against party leaders, saying the state unit had replied in detail to them."
324,India,Make statement,Police (India),2015-12-31,"Lucknow, Dec 31 (IANS) Uttar Pradesh's Director General of Police Jagmohan Yadav, who retired on Thursday, said nowadays juniors in the police force did not adequately respect their seniors."
325,India,Make statement,Jayalalithaa,2015-12-31,"Chennai, Dec 31 (IANS) Tamil Nadu Chief Minister J. Jayalalithaa, who is also AIADMK general secretary, on Thursday said here she would decide on the right strategy for the ensuing assembly elections."
326,Citizen (India),Use unconventional violence,India,2015-12-31,"Acting on a tipoff, a police team led by assistant commissioner SB Suryavanshi raided the factory at Siddhi Karavali village in the early hours of Thursday and arrested Yogesh Patil, 30, and Suresh Patil, 27."
327,India,Criticize or denounce,Indian Administered Kashmir,2015-12-31,Rashid went on to criticize state's regional parties like National Conference and Peoples Democratic Party for not 'showing the required response to the historic high court judgement over the issue.'
328,India,Criticize or denounce,Citizen (India),2015-12-31,"New Delhi, Dec. 31 -- Trouble is brewing in the city bureaucracy with senior officers of the Delhi, Andaman and Nicobar Islands Civil Service (DANICS) deciding to go on mass leave on Thursday, protesting the 'illegal' suspension of two colleagues by the AAP government."
329,India,Criticize or denounce,Association of American Publishers,2015-12-31,"New Delhi, Dec. 31 -- Trouble is brewing in the city bureaucracy with senior officers of the Delhi, Andaman and Nicobar Islands Civil Service (DANICS) deciding to go on mass leave on Thursday, protesting the 'illegal' suspension of two colleagues by the AAP government."
330,India,Criticize or denounce,Citizen (India),2015-12-31,"The decision was taken by the members of the DANICS (Delhi, Andaman and Nicobar Islands Civil Service) Officers' Association to protest the suspension of two senior colleagues."
331,Pranab Mukherjee,Make a visit,India,2015-12-31,Mukherjee visited Karnataka on December 22 and 23 to attend various programmes.
332,Barack Obama,Make a visit,India,2015-12-31,"US President Barack Obama's visit to India as the Republic Day chief guest was considered a major coup for Modi, who generated positive chatter with his continuous engagement with world leaders and CEOs for his “Make-inIndia“ and “ease of doing business“ pitches."
333,Ranil Wickremasinghe,Make a visit,India,2015-12-31,The Minister said the issue hadn’t been discussed during Prime Minister Ranil Wickremesinghe recent visit to New Delhi.
334,Narendra Modi,Make a visit,India,2015-12-31,"NOIDA: Ahead of Prime Minister Narendra Modi's maiden visit to Noida on Thursday, the RWA federations of Noida (FONRWA) and NCR (CONRWA) have urged him to address the long-pending demand of Noida residents - a toll-free DND."
335,Tenzin Gyatso,Make a visit,India,2015-12-31,"Tsering said the concept of democratisation of the Tibetan administrative system was developed when the Dalai Lama visited China and India in 1954-56, where he observed two complete contradictory forms of governments."
336,India,Engage in diplomatic cooperation,Maldives,2015-12-31,The President's Office said that the two also discussed on strengthening the long-lasting ties between Maldives and India in different sectors.
337,India,Engage in diplomatic cooperation,Pakistan,2015-12-31,"The Adviser appreciated the services of Dr. T.C.A. Raghavan for improving the relations between Pakistan and India during his tenure as the High Commissioner of India in Pakistan, and expressed his hope that the incoming High Commissioner of India to Pakistan would also continue the practice."
338,Bhagwant Mann,Express intent to meet or negotiate,India,2015-12-31,Mann again clarified that AAP convener and Delhi chief minister Arvind Kejriwal is not the CM candidate for Punjab but he would frequently visit the state for campaigning.
339,United Kingdom,Express intent to provide economic aid,India,2015-12-31,"New Delhi: From January 1, 2016, India will no longer receive financial aid from the UK, a decision which was taken by the British government in 2012 after a domestic outcry about India's growing economic status."
340,United Kingdom,Express intent to provide economic aid,India,2015-12-31,"NEW DELHI: From January 1, 2016, India will no longer receive financial aid from the UK, a decision which was taken by the British government in 2012 after a domestic outcry about India’s growing economic status."
